c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1r,s2r,s3r,s4r,s5r,s6r,s7r,s8r,s9r,s10r,s1ts,s2ts,s3ts,s4ts,s5ts,s6ts,s7ts,s8ts,s9ts,s10ts,result,gamemode
517,48,115,18,235,31,19,1,145,99,767,727,788,740,605,857,747,734,957,595,10,-50,-50,-30,-50,50,90,50,-30,30,False,ranked

10,234,45,22,50,24,104,238,21,99,674,640,671,592,607,628,607,720,565,595,90,90,-10,50,-90,-90,-10,-50,10,30,True,ranked

54,20,777,145,235,122,5,45,498,99,656,613,592,694,595,638,592,655,672,654,50,90,10,30,30,-90,-50,50,-50,-50,True,ranked

875,32,268,110,89,62,25,777,222,141,1051,1000,1040,1595,1395,1187,1827,958,1315,1140,90,-10,50,-10,50,-90,-10,50,-10,-50,True,ranked

36,33,1,202,21,120,58,517,81,99,958,1605,1827,1001,787,887,605,1110,1000,952,50,-50,-10,-90,-90,90,10,-30,-30,90,False,ranked

164,17,61,22,117,777,254,1,101,887,808,729,992,1097,982,983,1029,1827,1058,1000,10,-30,10,50,90,-30,10,-10,-30,-30,False,ranked

6,106,55,141,267,82,36,777,202,99,587,1901,746,966,870,1000,814,1345,1827,1606,10,50,-10,-10,30,30,-50,-30,-10,-50,False,ranked

17,11,518,222,235,83,20,84,145,555,827,967,865,935,1000,922,1412,978,963,937,-50,30,-50,-50,10,-10,-90,90,-10,90,True,ranked

133,5,131,15,26,36,68,238,523,555,755,928,913,797,893,974,986,1694,1412,772,10,10,-50,50,50,-90,-50,-30,-90,-90,True,ranked

54,77,517,523,111,80,876,99,518,147,974,1042,1694,1412,648,800,898,748,1321,889,-90,50,-30,-90,-50,-50,10,50,50,-30,False,ranked

62,120,101,523,53,36,35,518,67,99,1160,1250,1149,1412,1258,1556,1029,869,570,877,10,10,10,-90,90,-90,30,-30,-50,10,False,ranked

6,102,54,523,201,75,131,61,222,37,1007,907,966,1412,1059,777,829,782,695,1264,90,10,50,-90,-30,-30,-90,10,30,-30,False,ranked

36,121,136,81,26,10,141,245,360,555,1485,1000,1000,1483,1950,1000,1708,1519,1000,1872,-30,-30,10,10,-30,50,90,90,90,90,False,ranked

36,64,136,360,25,6,28,62,202,412,1485,1000,1000,1483,1950,1000,1206,1000,1268,1000,-30,-30,10,10,-30,-30,-30,-30,-30,-30,True,ranked

82,107,143,238,99,266,121,245,360,25,1165,1000,1000,1757,1345,2010,1661,1476,1445,1367,90,-30,50,-90,50,-50,-50,-50,-10,90,False,ranked

64,157,25,83,143,82,5,80,21,235,1000,1757,1000,1165,1000,1338,1255,986,1000,661,-30,-90,90,90,50,-10,-10,-10,-90,-90,True,ranked

150,113,131,234,98,875,77,103,83,26,1069,1672,1183,1149,1094,1757,1000,1000,1165,1000,10,30,30,90,50,-90,-30,90,90,50,True,ranked

141,104,74,202,516,9,266,82,497,3,1168,818,1560,1284,1520,1345,1950,1165,1000,1000,50,30,50,90,30,50,-30,90,-30,90,True,ranked

161,57,14,45,117,412,63,21,81,110,2047,1965,1941,1985,1978,1578,1000,1950,1281,1986,30,50,50,-50,-10,-10,50,-30,-50,90,True,ARAM

875,103,22,4,223,777,41,90,147,21,1890,1846,1876,1921,1866,1957,1943,1939,1950,1925,-50,-90,-90,-10,10,50,90,30,-30,-10,False,ARAM

10,245,238,21,20,887,78,157,145,3,1792,1798,1794,1782,1789,1863,1808,1799,1870,1872,50,-10,90,50,-90,-90,-30,30,-50,90,False,ranked

75,5,62,21,99,517,35,91,110,235,1388,1196,1000,1782,1664,1544,1759,1232,1468,2127,90,50,90,50,90,-30,-30,10,-30,-30,True,ranked

82,80,18,236,34,86,11,45,21,99,1000,881,1745,1000,1305,1388,1196,1000,1782,1664,-90,-10,-50,-10,-90,90,50,90,50,90,False,ranked

36,11,51,22,555,141,35,13,18,111,969,1196,1782,1388,1664,1428,1377,1582,1000,1000,10,50,50,90,90,-30,-90,10,30,-90,False,ranked

31,254,81,21,63,58,104,131,18,101,1761,1768,1759,1782,1797,1759,1835,1775,1842,1767,-50,-90,-30,50,30,-90,90,-10,-30,-30,False,ranked

81,5,1,235,85,26,876,154,523,25,1922,2126,1328,1776,1761,1000,1692,1000,1872,1949,50,-30,-90,10,-10,-50,-30,-50,90,-10,True,ranked

875,234,41,51,3,54,20,10,523,101,1291,1380,1366,1000,1637,1738,1753,1852,1872,1000,90,-90,-30,50,90,30,-50,30,90,30,False,ranked

68,25,115,360,10,54,114,147,157,84,2170,2287,1539,1000,2450,2343,1000,1658,2138,2600,90,-10,-90,-30,-30,-30,50,50,30,10,True,ARAM

37,145,62,110,4,54,57,120,84,104,1539,1000,2450,2073,2128,2192,1000,1000,1000,1000,-90,-30,-30,-30,-90,10,10,10,90,90,False,ARAM

40,429,777,25,103,30,43,60,875,27,1539,1000,2450,2091,2031,2040,2185,1912,2206,1926,-90,-30,-30,90,10,-90,-30,-90,-30,-30,True,ARAM

420,55,122,90,31,17,51,114,876,29,1000,1000,1779,2346,2325,2287,1000,2450,2349,2331,90,90,30,-30,50,-10,-30,-30,-50,-10,True,ARAM

76,236,61,145,85,48,31,161,498,60,2164,2287,1539,1000,2450,1897,2422,1000,2170,2214,30,-10,-90,-30,-30,10,10,90,90,-50,False,ARAM

50,17,26,11,234,142,13,202,122,245,1957,1958,1936,1562,1000,1000,2600,1000,1981,1969,30,50,-10,90,90,10,10,-90,10,10,True,ARAM

50,96,44,15,17,63,555,142,61,102,1000,2074,1181,1000,1906,1939,1562,2320,1000,1000,-30,-30,-30,-30,10,30,90,90,90,90,False,ARAM

81,202,8,117,82,68,22,126,875,98,2037,1562,2320,1000,1000,1887,1000,1000,1805,1592,90,90,90,90,90,-50,-30,-30,-30,-30,True,ARAM

62,245,246,119,12,887,78,54,18,412,1000,1000,2195,1000,2515,1000,1000,1605,1562,1572,-30,-30,90,-90,90,90,30,90,90,-10,False,ranked

36,25,103,236,22,31,234,1,21,3,2025,1528,1052,1880,1792,1000,1455,1572,1562,1000,50,50,50,10,10,30,-90,-10,90,90,True,ranked

74,61,121,69,875,82,64,222,267,42,1758,2600,2212,2203,2192,2256,1000,1000,1000,2396,50,10,30,-50,90,-90,-10,30,30,30,True,ARAM

54,236,143,55,350,25,9,21,68,122,1758,2600,1885,1918,2063,2247,2257,1703,1886,1000,50,10,90,50,50,-90,-90,-90,-90,-90,True,ARAM

147,89,161,157,76,412,8,142,240,80,2170,2075,2175,2161,2130,1658,2138,2600,2198,2202,-50,30,90,-50,90,50,30,10,-50,90,False,ARAM

15,222,13,223,84,27,63,18,64,74,2115,1658,2138,2600,2226,1000,1000,1000,1000,2175,50,50,30,10,90,10,10,10,50,90,True,ARAM

36,24,2,412,266,147,222,876,54,76,2343,1000,2137,2174,2150,1000,1000,2014,2223,2146,-30,50,-30,50,90,90,90,90,90,10,False,ARAM

34,267,80,74,14,56,16,8,2,429,2383,1878,2756,1000,2223,1000,2448,2368,2200,2345,-10,-50,-50,60,90,-90,-90,-10,-10,-10,True,ARAM

75,36,7,34,526,164,2,161,96,117,1805,1423,1465,1765,1763,1000,2517,2223,2438,1000,30,50,-30,-30,-30,90,50,90,90,60,False,ranked

6,111,7,235,50,64,57,43,96,53,1842,1971,1635,1601,1436,1000,2517,2223,2438,1000,-10,-10,-30,-30,-50,90,50,90,90,60,False,ranked

121,85,81,61,57,136,134,26,498,55,2222,2330,1000,1000,1000,1970,2612,1991,1000,2365,90,-10,60,90,50,-90,-90,-90,-10,-90,True,ARAM

22,15,235,21,516,29,53,61,498,119,1878,2756,2359,2379,1000,2394,2116,2254,2361,2555,-50,-50,-90,-10,-10,90,-30,-30,90,30,False,ARAM

517,432,110,19,516,41,235,150,51,266,2370,2050,2307,2603,2384,2398,1878,2756,2377,2520,10,10,90,90,-50,50,-50,-50,-90,-90,True,ARAM

9,202,111,64,266,54,82,51,110,246,2392,2401,1878,2756,2427,1000,2804,1000,2377,2429,-50,-90,-50,-50,-10,90,50,50,-10,-30,False,ARAM

236,86,55,518,360,29,141,64,90,58,2046,1589,1612,2756,1687,1376,2446,1000,2301,1000,-50,-50,-50,-50,-50,30,50,90,10,90,False,ranked

145,29,45,36,360,32,54,43,268,59,1000,1000,2014,2223,2146,2251,2221,2754,1000,1000,90,90,90,90,10,50,-50,50,-90,50,True,ARAM

68,267,119,61,517,32,67,34,62,104,1000,1000,2014,2223,2146,2174,2183,1502,2344,2588,90,90,90,90,10,-90,-30,10,-30,-30,True,ARAM

17,555,122,50,42,43,99,5,238,110,2013,1000,1000,1000,1812,2033,1000,2014,1000,2146,-10,-10,-50,30,-10,30,90,90,90,10,False,ARAM

32,234,53,103,127,37,69,161,51,105,1000,2014,1000,2146,2077,1000,2282,2000,2182,2090,90,90,90,10,50,50,50,-50,-90,10,True,ARAM

92,143,50,12,876,157,427,133,76,236,2172,2147,2754,1000,2201,2580,1956,1820,2236,2211,-30,-30,50,50,-10,30,10,10,30,-70,True,ARAM

119,516,68,90,268,9,13,40,14,875,2032,1832,2006,2113,2118,2102,2067,2080,2754,1000,-10,-10,-10,30,90,-10,-10,50,50,50,False,ARAM

115,202,80,21,40,268,89,98,498,875,2183,2170,2167,1000,1837,1000,1000,2754,1972,1000,90,10,-10,30,-30,90,90,50,90,50,True,ARAM

235,86,412,43,517,7,68,15,75,267,2190,2210,2209,2754,1000,2270,2176,1000,1972,2253,-10,30,30,50,50,-30,30,90,90,-10,False,ARAM

69,23,517,518,777,240,84,412,62,45,2193,2215,2344,2137,2206,2239,2186,2754,1000,2221,-10,90,30,-90,30,10,-10,50,50,30,True,ARAM

21,12,92,150,777,36,245,80,51,202,2137,2197,2252,1000,1885,2343,1000,2184,2155,2232,-30,-30,-90,10,10,-30,50,-30,-90,10,True,ARAM

61,555,11,26,8,58,111,1,517,84,1394,2197,2252,1000,1885,2165,2127,1000,2095,2143,-30,-30,-90,10,10,30,90,-90,10,-90,False,ARAM

142,350,234,201,4,412,64,25,11,29,2240,2197,2252,1000,1885,2355,2262,1961,2258,2247,90,-30,-90,10,10,-50,-50,-50,-90,-90,True,ARAM

67,10,36,498,238,133,516,53,90,236,2197,2252,1000,1885,2137,2145,2113,1000,2147,2197,-30,-90,10,10,-30,-30,10,10,90,10,True,ARAM

25,102,6,91,67,25,5,516,29,350,1819,1733,2700,1678,1000,2032,2373,2005,1000,1000,50,-10,-30,50,30,-90,-90,10,30,10,True,ranked

54,203,246,15,101,24,120,127,202,53,2367,2373,2416,2393,2367,2462,2438,2480,2403,2344,-30,-90,-50,-90,-30,-30,50,-10,-90,10,False,ranked

54,203,1,81,432,41,56,101,222,201,2367,2373,2308,2359,2362,2340,2317,2377,2320,2365,-30,-90,-90,-10,-90,90,90,90,10,-10,False,ranked

84,64,92,222,16,75,234,246,115,25,2310,2330,2334,2342,2374,2356,2373,2357,2362,2333,-50,30,30,50,10,-10,-90,-50,-10,-50,True,ranked

432,68,245,134,133,163,55,45,202,67,2263,2072,1345,2735,2230,2261,2252,2232,2269,2239,-10,90,-30,30,30,10,-90,-50,-50,-30,True,ARAM

53,246,236,64,29,91,84,875,96,37,1000,2144,2469,2197,2252,2459,2482,1000,1000,2504,50,-10,-10,-30,-90,-90,50,-10,-10,30,False,ARAM

45,76,7,92,497,412,83,103,555,51,1922,1967,2343,1000,1635,1000,1703,1000,1835,1000,30,90,-30,-50,10,30,10,-10,30,10,True,ARAM

31,13,245,4,81,64,236,523,122,68,1611,1663,1100,1000,1000,1648,1688,1000,1032,1322,50,-90,-50,-50,-50,50,90,50,-10,50,False,ARAM

90,412,53,201,117,1,62,887,360,37,1646,1656,1100,1000,1000,1648,1679,1694,1113,1723,10,90,-50,-50,-50,50,30,90,10,10,False,ARAM

555,89,16,145,18,37,157,523,74,25,2343,1000,1635,1863,1946,1891,1000,1956,1793,1000,-30,-50,10,-10,-10,-10,-10,90,30,-90,False,ARAM

157,81,15,64,268,110,103,104,106,9,1965,1792,1632,1000,2185,1922,1980,2343,1000,1635,10,-90,10,90,90,-10,-10,-30,-50,10,False,ARAM

82,236,77,246,22,45,81,5,3,36,1000,1793,1757,2384,2061,1706,1672,2156,1000,1000,-50,-50,-10,-50,30,30,50,50,50,50,False,ranked

432,60,67,4,86,240,246,76,145,143,1000,1793,1757,2384,2061,1710,1885,2599,1845,1531,-50,-50,-10,-50,30,50,90,50,50,-30,False,ranked

86,5,90,81,497,887,154,84,22,99,2384,1000,2061,1793,1904,1000,1000,2171,1000,935,-50,-50,30,-50,30,-30,-50,-50,-50,-50,True,ranked

10,7,21,39,36,110,122,238,126,63,2251,1000,1849,1764,1673,1000,2012,1793,1000,2061,30,10,-10,10,10,-50,70,-50,70,30,False,ARAM

516,67,518,14,43,117,143,59,268,154,1000,2012,1793,1000,2061,2104,1366,2417,1678,2086,-50,70,-50,70,30,90,-90,-90,-50,-90,True,ARAM

164,35,112,145,101,161,104,875,67,350,1906,1542,1721,1845,2599,1978,1543,1937,1721,2096,-10,-10,30,50,50,-90,-10,-90,-90,-50,True,ranked

14,28,3,235,101,133,121,99,110,875,2073,2297,1000,1845,2599,2310,1890,1303,2068,1762,90,50,90,50,50,-30,-50,-30,10,-30,True,ranked

64,121,18,145,79,35,56,103,96,57,1344,1930,1953,1845,2599,1880,1558,1928,1660,2301,-90,-90,-10,50,50,70,50,-10,10,30,False,ranked

107,28,236,235,101,8,76,136,36,44,1923,1806,1824,1845,2599,1299,1000,1636,1000,1000,-50,-90,-50,50,50,90,-50,-50,-30,-30,True,ranked

106,887,517,107,50,875,90,45,222,99,1465,2201,1833,2169,1204,2384,1793,2061,1000,1736,90,90,90,90,90,-50,-50,30,30,-10,True,ranked

92,516,245,222,99,64,32,127,202,147,1958,1933,1939,1000,1736,1927,1646,1000,1000,1844,30,50,50,30,-10,-30,-30,-10,30,-90,True,ranked

75,234,43,498,412,223,120,131,222,99,1867,1627,1000,1561,1000,1000,1905,1447,1000,1736,-50,-90,-50,-50,-30,-10,-10,-30,30,-10,False,ranked

39,876,157,119,526,875,36,23,222,99,1725,1689,1648,2302,1000,1561,1000,1327,1000,1736,50,50,-10,50,50,90,90,50,30,-10,False,ranked

777,12,64,157,9,12,35,82,360,5,2035,2137,2077,1874,2687,2384,1000,1773,1909,2001,-10,-30,-30,-50,-10,-50,-90,-30,90,30,True,ranked

236,56,111,92,21,119,107,121,245,30,2401,2226,1889,1456,1470,2037,1000,1000,1989,1998,-90,-90,10,-90,30,-90,-50,-90,-10,-10,True,ARAM

134,246,81,76,39,104,44,201,63,222,1998,1992,2037,1000,1000,2063,2175,1893,2079,2083,-10,10,-90,-50,-90,-10,-30,30,-10,-50,False,ARAM

45,114,53,101,10,82,142,22,235,27,1000,1000,1000,2428,2165,2063,2175,1893,2308,1880,-10,-10,-10,-30,50,-10,-30,30,-50,-50,True,ARAM

24,235,145,131,143,43,350,36,222,236,1785,1875,1932,1862,1985,1000,1000,1000,1000,2428,30,50,-10,-10,30,90,-10,-10,-10,-30,False,ARAM

25,555,22,98,36,51,96,99,34,875,1440,2528,1000,1870,1000,2060,1000,1000,1000,2428,90,90,90,90,90,-30,90,-10,-10,-30,True,ARAM

267,40,102,105,64,25,99,421,131,36,1000,1000,1000,1000,2428,1656,1840,2651,1000,2048,90,-10,-10,-10,-30,-30,-10,10,-30,10,False,ARAM

54,76,157,77,62,245,37,11,81,53,1000,1000,1000,1000,2428,1000,891,1634,1000,1999,90,-10,-10,-10,-30,-10,10,-10,-10,-90,False,ARAM

203,41,75,131,887,360,30,35,6,54,1000,1000,1000,2428,2165,1770,2347,2133,1000,2139,-10,-10,-10,-30,50,30,30,-50,30,10,True,ARAM

86,102,234,202,235,266,121,34,96,432,2058,2247,2257,2152,2446,2486,2918,2383,1000,1965,-30,-10,-30,50,50,90,30,50,90,90,False,ranked

17,141,103,22,147,120,127,777,236,99,1653,1349,1443,1882,2193,1000,1705,1585,1616,1641,-90,50,-50,-30,-30,10,30,-30,-30,-30,True,ranked

142,143,432,360,235,147,35,875,141,69,1838,1905,2008,1552,1830,1857,1859,2175,1000,1893,-90,-10,30,-30,-30,90,50,-30,10,30,False,ARAM

33,147,887,81,22,517,21,16,412,4,1862,1818,2175,1000,1893,1829,2005,1595,1838,1838,10,-50,-30,10,30,-10,50,-10,-90,-90,True,ARAM

102,26,236,24,113,86,37,4,29,62,1850,1830,2175,1000,1893,1886,1968,1869,1896,1884,-50,-30,-30,10,30,50,-30,10,-10,50,False,ARAM

30,113,32,25,5,222,58,117,79,45,1944,1970,1000,1000,1728,2175,1000,1893,1800,1786,-10,90,-90,90,-30,-30,10,30,-90,90,False,ARAM

105,36,16,32,412,432,111,119,68,51,1567,1000,1000,1703,1627,1000,2193,1882,1910,1870,10,10,10,10,10,30,30,30,-10,90,False,ARAM

517,119,126,103,84,16,235,99,35,81,1600,1698,1899,1787,1892,1784,2124,1000,2193,1882,90,90,90,90,50,-50,-50,30,30,30,True,ARAM

875,67,427,51,50,7,20,516,223,119,1660,2021,1874,1863,1892,1838,1876,1000,2193,1882,-10,-10,50,-30,-90,90,10,30,30,30,False,ARAM

121,429,266,518,81,516,21,157,44,497,2097,2193,1882,1675,2214,1841,1921,1000,1000,2106,-90,30,30,-10,-10,90,90,90,90,50,False,ARAM

161,64,203,127,523,240,145,36,236,122,2064,2070,2073,1571,2285,2193,1882,1917,2203,1954,90,10,-30,30,30,30,30,10,30,50,True,ARAM

62,20,99,22,43,58,64,34,202,44,1667,1743,1689,1585,1705,1697,1693,1707,1691,1673,90,-30,10,-30,30,90,30,-50,50,50,True,ranked

105,246,111,126,555,64,43,7,96,254,2175,1909,2370,2142,2141,2060,2089,1000,2206,2211,-30,10,-10,30,30,-30,30,10,-30,10,False,ARAM

234,154,8,81,89,75,350,42,51,143,2591,1734,1000,1805,1523,1812,1856,1743,1608,1893,-50,-90,-50,-30,-50,50,-90,-30,-50,-50,True,ranked

75,62,517,15,526,240,5,131,21,111,1812,1807,1743,1891,1624,1000,1874,1915,1608,1893,50,50,-30,-90,10,-90,10,-50,-50,-50,True,ranked

150,56,7,51,25,887,48,517,360,143,1753,1726,1743,1654,1677,1725,1780,1738,1793,1758,-30,-90,-30,90,-50,90,90,50,90,10,False,ranked

150,887,42,51,25,517,64,3,145,63,1811,1700,1743,1843,1825,1842,1857,1740,1927,1788,-30,50,-30,90,-90,90,-10,50,50,30,False,ranked

517,234,238,110,89,114,78,54,81,432,1743,1700,1741,1956,1672,1799,1808,1800,1810,1800,-30,50,50,30,30,-50,-50,-90,50,50,True,ranked

80,350,63,10,36,64,67,101,18,110,1000,1000,1307,2653,2406,1000,2127,2037,1000,1000,10,-90,-30,-30,30,-50,30,-90,-50,-90,True,ARAM

25,10,6,131,119,76,235,89,8,67,1000,1000,1307,2653,2406,1550,2304,1000,1576,1000,10,-90,-30,-30,30,-90,-90,30,30,30,False,ARAM

25,18,51,37,112,110,15,133,76,13,1941,1000,1907,1000,2179,1000,1000,1307,1660,2653,50,-50,-10,-50,-50,10,-90,-30,-30,-30,True,ARAM

238,39,143,127,59,51,110,107,54,245,1941,1905,1964,1926,1946,1000,1854,1307,1660,2653,90,90,90,50,-90,-10,-10,-30,-30,-30,True,ARAM

122,154,45,145,90,202,222,62,82,497,1638,2152,1307,1660,2653,2020,1964,1951,1923,1927,50,50,-30,-30,-30,-90,90,-10,-30,30,True,ARAM

67,114,89,63,1,202,41,80,20,74,1806,1671,1000,2023,1940,1994,1970,1307,1660,2653,50,50,-10,-10,50,50,-90,-30,-30,-30,True,ARAM

201,555,6,115,103,43,161,99,41,133,2150,1660,2653,2197,2215,1000,1000,2245,2267,2247,30,-30,-30,50,90,90,90,30,-50,-10,True,ARAM

201,236,90,127,43,103,53,67,17,360,1000,2017,2198,2105,2224,2277,2277,2197,1660,2653,-10,-10,-10,-10,30,-10,-30,-30,-30,-30,True,ARAM

412,104,523,147,86,10,67,19,13,142,2123,895,1000,2367,1772,1883,1908,2037,1000,1000,-10,-30,30,30,-90,50,-50,-90,-50,-90,False,ARAM

82,11,38,22,89,114,56,84,420,99,895,917,1957,1048,1090,636,1028,1172,993,1005,-30,-10,-50,-50,-50,-90,-30,-90,30,10,False,ranked

122,106,234,222,16,98,246,69,51,80,962,636,929,1000,1172,1081,1533,1045,825,883,-90,-90,-10,-90,-90,50,90,50,90,90,False,ranked

23,141,105,15,147,420,28,69,236,43,1098,1000,757,978,1063,1000,636,1172,694,852,30,-30,-30,30,-30,-90,-90,-90,-50,-50,True,ranked

875,19,517,51,223,17,234,84,202,555,1118,1821,692,690,1000,1006,636,1172,955,1000,-10,10,30,-10,-10,50,-90,-90,-30,-90,True,ranked

887,19,91,119,350,14,876,69,145,80,1738,1303,917,1763,1879,636,1017,1172,859,806,-50,-90,90,-10,-90,-90,50,-90,50,-90,False,ranked

86,105,5,25,68,82,64,38,498,37,1646,1326,1070,1763,869,1680,1090,1957,1076,1059,90,50,90,-10,30,-90,-50,-50,-50,-50,True,ranked

11,234,62,51,1,555,19,21,127,44,1341,962,971,1000,1868,1310,1000,1000,1957,1000,30,50,90,-90,50,-40,-20,-30,-50,-30,False,ranked

10,115,777,518,53,875,420,147,104,50,1325,1245,1000,1000,1023,785,1957,957,1216,1061,-10,90,-90,-50,30,50,-50,10,-50,-90,True,ranked

6,64,420,21,37,875,28,518,145,147,940,1090,1957,1624,857,1460,1192,1000,1273,769,-50,-50,-50,-10,90,30,90,50,10,90,True,ranked

82,20,777,24,147,17,19,105,222,143,895,1204,1868,1329,1127,1000,1051,1256,1764,1000,-30,50,-30,-10,-90,-90,-90,-30,-30,-30,True,ranked

36,427,245,21,235,54,64,34,22,45,964,973,905,985,1000,895,936,1295,978,1865,-50,10,-50,-50,-50,-30,-30,30,-50,-50,True,ranked

80,121,518,50,235,82,11,103,222,16,870,1165,634,800,617,895,998,827,1724,1537,-40,-50,-50,-90,-50,-30,-10,-10,10,90,False,ranked

875,20,55,81,143,80,157,240,498,37,1000,823,724,1067,572,1873,943,895,1079,1000,50,-30,10,50,50,30,-10,-30,-90,-10,True,ranked

31,107,517,22,350,235,121,91,29,74,1104,1256,1000,1000,1868,1320,1734,1062,1456,938,-30,10,-30,-30,-30,30,10,90,90,90,False,ranked

10,56,91,157,147,31,64,234,22,350,1151,1015,1744,1220,1879,1104,1256,1000,1000,1868,-30,-10,-10,-90,-90,-30,10,-30,-30,-30,False,ranked

54,82,777,875,555,223,77,103,21,143,1104,1072,1868,1032,588,602,1283,698,1045,1214,-30,50,-30,-90,50,10,-50,30,-50,-50,False,ranked

39,203,55,145,147,150,36,268,51,350,1741,986,954,1803,1113,742,1624,1402,1851,1868,-90,-90,-90,-90,-90,90,30,90,30,-30,False,ranked

19,39,518,89,51,875,154,777,360,25,1060,1792,1139,1110,1000,1000,1542,1868,990,1000,-50,-50,-90,-90,-90,-10,-10,-30,-10,-10,False,ranked

105,57,25,80,150,31,5,4,40,63,2395,1784,2121,1000,2367,2134,2532,1613,2153,2133,10,10,30,30,30,-10,30,30,30,-50,True,ARAM

223,82,21,84,518,15,101,89,13,235,2124,2176,2124,1000,2367,2189,2158,1982,2446,1790,10,-50,30,30,30,50,-10,-10,-10,-10,False,ARAM

110,69,54,39,150,56,555,133,103,20,1996,2123,895,1000,2367,1941,1000,2013,1531,2384,30,-10,-30,30,30,-10,-90,90,30,-10,True,ARAM

51,59,147,5,412,39,55,18,84,117,2123,895,1000,2367,1980,1979,2009,1984,2301,1567,-10,-30,30,30,90,-10,30,-30,-30,10,False,ARAM

412,96,9,121,8,161,15,222,13,68,2034,2084,1829,1812,1000,1982,2123,895,1000,2367,30,10,-10,-50,50,30,-10,-30,30,30,True,ARAM

222,266,61,80,85,68,518,105,131,81,2104,2109,2090,1658,2521,2532,1613,2067,1000,1655,10,-90,-90,90,90,30,30,90,-50,-50,False,ARAM

222,4,42,53,516,122,23,236,63,96,2142,2133,2532,1613,2155,2144,1000,2104,2171,2161,30,-50,30,30,-10,30,30,30,90,-30,True,ARAM

235,14,45,29,246,234,121,15,38,26,2107,2079,1000,1862,1362,1868,2534,1716,2532,1613,50,-30,10,10,10,-50,-50,-50,30,30,False,ARAM

7,104,37,498,96,40,412,268,24,518,1000,2503,1788,1865,1890,1914,1000,2059,2532,1613,-10,-10,-10,-10,-30,-30,-30,50,30,30,False,ARAM

5,1,555,107,145,25,412,56,234,39,3287,1493,1824,1000,2279,2368,2354,1000,2367,2326,50,50,-30,50,30,30,-30,-30,30,-50,False,ARAM

67,62,117,36,19,25,63,81,20,34,3287,1000,1493,1000,1000,2457,2458,2570,1000,2425,50,-10,50,90,50,-90,-10,-10,-10,10,True,ARAM

131,40,145,45,62,202,111,81,245,99,2476,2465,2356,1000,2515,3287,1493,1000,1000,2503,-90,10,-30,-30,-30,50,50,90,50,-10,False,ARAM

360,54,350,29,555,5,14,10,13,234,2371,2368,2099,1937,2383,3287,1493,1824,1000,1000,-30,30,50,30,-30,50,50,-30,90,50,True,ARAM

36,131,40,57,5,235,55,58,24,42,1000,2231,2415,2489,2165,2495,3287,1000,1000,2503,-10,-30,-30,-10,90,90,50,-10,50,-10,False,ARAM

79,202,110,17,141,121,37,15,246,3,2760,2066,2378,2368,2380,2404,2397,2374,2356,2412,10,-50,-30,30,50,-10,-10,-50,50,-10,True,ARAM

64,555,82,103,497,1,99,234,498,76,2330,2355,2374,2368,2366,2390,2385,2205,2393,2523,90,90,-50,30,-90,90,50,-30,10,-30,False,ARAM

3,19,40,111,497,555,30,127,39,55,2615,2359,2205,2184,1000,2291,2316,2365,2368,2313,-90,50,-90,-90,-90,10,-50,30,30,10,True,ARAM

105,56,86,777,41,80,25,127,517,203,2340,2367,2288,2290,2303,2382,2580,1000,2354,2368,10,30,30,-90,-50,-10,90,90,-30,50,False,ARAM

17,421,134,81,3,24,141,245,18,31,1649,1652,1663,1551,1930,1659,1717,1657,1775,1000,-50,-50,50,30,30,-50,-50,-50,90,90,False,ranked

58,120,55,18,31,86,68,555,67,57,1883,1705,1779,1775,1000,1000,1719,1000,1652,1713,10,-30,50,90,90,-30,10,10,-90,-50,True,ranked

24,68,157,222,412,86,64,103,18,31,1491,1680,2463,1737,1507,1000,1000,1640,1775,1000,50,30,50,30,-50,-30,10,-90,90,90,False,ranked

23,11,99,22,63,27,141,114,236,31,1641,1701,1646,1719,1673,1671,1000,1974,1775,1000,-50,90,90,90,-50,-50,50,50,90,90,True,ranked

777,91,517,96,1,18,69,75,92,53,2649,2029,2419,2429,2429,2580,1000,2355,2712,1897,-90,-10,-50,30,-10,90,90,-10,-90,-10,False,ARAM

18,126,81,236,68,55,67,412,202,121,2340,2546,2501,2089,2894,2547,2391,2008,2315,2580,-90,-90,-90,-90,-90,90,-50,-50,-50,90,False,ARAM

38,126,876,8,80,18,101,157,518,53,2580,2580,2346,2616,2534,2968,1000,2635,2233,2434,90,-90,50,50,-10,-10,-10,-10,-90,-10,True,ARAM

74,22,157,81,6,121,60,107,202,245,2543,2566,2580,2648,2626,2581,2653,2587,2565,2662,90,30,90,30,90,30,-10,10,-10,-90,True,ARAM

36,58,115,5,53,99,121,133,40,103,2580,2541,1000,2846,1000,2676,2545,2632,2574,2587,90,-90,-30,-30,-30,90,90,90,90,-50,False,ARAM

518,21,51,84,57,120,33,43,81,22,2502,1000,2613,2745,2527,2580,1964,3025,2053,2541,30,-10,-90,-10,-10,90,-90,-30,-90,-90,True,ARAM

