c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,s1r,s2r,s3r,s4r,s5r,s6r,s7r,s8r,s9r,s10r,s1ts,s2ts,s3ts,s4ts,s5ts,s6ts,s7ts,s8ts,s9ts,s10ts,result,gamemode
126,141,238,360,75,62,106,245,81,26,1538,1626,1885,1911,1758,1882,1983,1783,2000,1763,-50,-10,-30,-90,-90,-50,50,50,-90,-50,False,ranked

6,106,13,21,99,62,77,84,18,111,1976,1983,1000,1968,816,2071,1883,1869,1128,1687,10,50,-50,-50,10,-90,-30,-90,-10,-50,False,ranked

86,141,8,18,25,240,56,157,81,142,1697,1360,1000,1794,1983,1632,1789,1807,1408,1311,-30,10,10,-90,50,-10,10,-50,-90,10,True,ranked

57,20,777,21,99,84,19,157,81,432,1846,1725,1000,1380,1527,1724,1983,1807,1408,1892,-50,-90,30,50,-30,30,50,-50,-90,-30,False,ranked

161,23,136,37,24,57,122,266,103,516,1943,1837,1000,1376,1000,1526,1918,1782,2428,856,90,50,10,-90,10,-10,50,-10,50,-30,True,ARAM

36,77,103,18,16,777,131,157,202,79,1101,607,856,1775,1203,1258,909,1033,1316,1719,90,-50,-30,-10,30,10,10,-10,50,-50,False,ranked

36,35,34,22,89,10,20,103,67,235,1381,982,917,1409,956,984,1108,856,1775,1203,50,-30,10,-50,50,50,90,-30,-10,30,False,ranked

10,32,103,236,99,86,122,143,145,89,984,1111,856,1775,1203,1011,614,1166,1000,1005,50,-50,-30,-10,30,90,-50,10,50,50,False,ranked

68,121,99,145,235,39,35,50,119,63,1314,856,1181,1203,1775,1773,1336,1292,1870,974,30,-30,30,30,-10,10,-10,-90,-50,10,False,ranked

17,23,20,119,36,27,121,103,51,555,1260,1289,1028,1290,1291,1608,1329,856,1203,1622,-10,10,90,-90,-90,-10,-30,-30,30,10,True,ranked

86,4,30,523,51,80,13,54,1,222,1823,2021,1517,1000,1000,1864,2428,2159,2126,2187,10,10,-10,-10,90,-90,50,-50,-30,-50,False,ARAM

161,412,53,80,6,517,102,136,37,84,1950,1899,1558,1864,2428,1905,1847,1924,1986,1910,-10,30,-10,-90,50,-30,10,90,30,30,True,ARAM

84,11,25,119,26,75,141,142,81,99,1825,1491,1730,1553,1552,1509,1775,1815,2428,1363,50,90,10,30,10,-90,-10,-50,50,-10,True,ranked

875,78,81,99,133,887,21,236,39,157,1331,1622,2428,1000,1509,1875,1756,1000,1863,1479,30,10,50,-50,-90,-90,-50,90,-30,30,True,ranked

875,254,58,222,111,39,121,154,145,235,1681,1000,2165,1404,1000,1509,1775,1815,1847,2428,50,-90,90,10,50,-90,-10,-90,-10,50,False,ranked

268,203,55,360,30,876,27,523,875,99,1777,1578,2048,2019,1078,1479,1843,2128,1796,1605,-50,10,-30,30,30,-10,-10,30,-10,-90,False,ranked

76,141,42,20,39,875,122,16,42,31,1751,2678,1000,2064,2056,1053,1683,1078,2019,987,-90,-90,-10,-10,30,90,30,30,30,90,False,ranked

111,17,82,64,875,163,17,236,157,22,1739,1000,1053,2492,987,1742,1883,2207,2077,2024,10,10,90,90,90,-30,-90,-30,-30,-10,True,ranked

79,92,141,16,82,498,127,350,110,72,1000,1845,987,1688,1053,1000,1000,1856,1000,1856,-30,-30,90,30,90,50,50,-30,-30,-30,True,ranked

36,131,777,24,360,36,19,887,106,24,2097,2157,1462,2657,1811,1000,987,1732,1053,1000,10,-10,30,-90,-90,-10,90,30,90,-30,True,ranked

141,134,234,64,203,121,104,555,245,85,2004,1861,2126,2541,1536,2242,2382,987,1757,1053,-90,-90,-50,-10,30,-50,-10,90,50,90,True,ranked

44,876,60,51,41,64,234,96,17,54,1641,1585,2056,1449,1703,1970,2678,2064,1000,1000,50,50,30,10,90,10,-90,-10,-10,-10,True,ranked

31,64,245,18,412,58,5,234,67,26,1000,1919,2046,1960,1961,2678,1960,2050,1912,1905,-30,-50,90,90,-30,-90,-10,-90,-30,-50,True,ranked

107,22,54,266,102,18,412,777,518,24,3111,2330,1000,2648,2612,2673,2678,1000,1000,2691,-90,-90,-90,-10,-90,50,-90,-30,-90,-30,False,ARAM

35,98,50,112,99,887,234,115,22,350,2526,2678,1972,2111,2043,1868,1948,1970,1522,2404,-90,-90,50,90,50,-10,90,-90,-10,50,True,ranked

27,234,222,21,235,84,887,35,45,22,1078,2019,1683,1000,1258,1657,2172,1496,1000,1720,30,30,30,50,-30,10,-10,10,-10,-10,False,ranked

83,236,67,41,3,82,64,76,21,99,1879,1000,2249,2470,3136,2135,2453,1000,1674,2348,-90,-50,30,10,-10,-30,30,50,10,50,False,ranked

58,27,25,79,235,517,79,3,90,202,2113,1832,1000,2773,1000,1000,1803,3136,1751,2019,30,90,50,-50,-10,-10,50,-10,30,30,True,ranked

147,35,21,39,222,517,79,119,17,37,1727,1000,1674,2240,2387,1000,2147,1000,1000,2762,50,-50,10,50,50,-10,30,-90,50,50,True,ranked

64,82,875,21,202,90,121,222,150,16,2106,2605,2195,1000,2019,1000,1752,1000,2764,2257,30,90,50,-50,30,-10,-30,50,-90,-30,True,ranked

245,360,22,64,115,163,141,11,63,81,1000,2172,1720,2415,1816,1327,1633,2127,2348,1625,-10,-10,-10,90,30,-30,-90,-50,50,-30,True,ranked

10,887,126,41,22,82,202,81,223,111,1000,2172,2415,1407,1720,1000,1000,1951,1000,1212,-10,-10,90,-90,-10,90,-10,90,90,90,False,ranked

83,131,4,24,202,54,107,103,22,126,1000,1000,2112,1000,1359,1584,1000,2172,1720,2415,90,-10,90,-10,90,-10,-10,-10,-10,90,True,ranked

59,23,45,22,84,350,13,238,498,517,2415,2218,1000,1720,2172,1799,2262,1922,1014,2418,90,-10,-10,-10,-10,30,30,30,-50,30,False,ranked

110,119,85,45,43,45,111,96,147,777,1000,1614,1000,2008,1733,1512,1773,1078,1683,2019,-90,90,-10,-10,50,30,-10,30,30,30,False,ranked

517,56,240,110,117,887,163,131,360,72,1548,1711,1601,1160,1378,1000,1538,1000,1531,1000,90,30,-10,30,30,-30,-30,-30,-50,-90,True,ranked

122,3,45,9,75,41,28,64,360,110,1000,1682,1747,1170,1000,1000,1538,1000,1531,1000,-30,50,-30,10,30,-30,-30,-30,-50,-90,True,ranked

234,202,21,887,99,5,56,38,360,7,1000,1000,1438,1000,1538,2603,1000,1794,2006,1516,-90,10,90,-30,-30,-50,-30,-30,50,90,True,ranked

110,266,432,161,41,21,98,122,51,350,1000,1000,1538,1438,1000,1000,1813,1765,1000,1475,-90,10,-30,90,-30,-50,-90,90,90,90,True,ranked

887,28,246,234,74,79,45,99,22,34,2090,1561,732,2129,1877,1146,1512,2019,1078,1683,50,90,50,-50,50,90,30,30,30,30,True,ranked

41,104,34,115,22,420,121,89,84,266,1666,2318,1683,2019,1078,1000,1649,1287,1880,1000,50,90,30,30,30,-50,-10,30,30,30,True,ranked

420,98,517,51,25,58,36,236,235,90,1778,1686,1944,1000,1000,2020,1696,1620,2128,1816,50,-50,-50,-90,-90,90,50,-10,30,30,False,ranked

119,31,99,90,45,875,29,117,35,37,1000,1964,2084,1000,1000,2786,1000,1000,2713,2694,50,50,90,50,50,10,-90,-90,-10,-10,True,ARAM

236,350,26,79,143,2,21,75,117,8,2655,2290,2206,1000,1000,2793,2805,2713,2709,2786,10,10,10,-90,-90,50,-10,-10,10,10,False,ARAM

147,516,98,268,12,157,134,16,234,41,2910,2910,2827,1000,1000,2931,2915,2479,2877,2876,50,-10,-90,-90,-90,-10,30,50,50,50,False,ARAM

31,18,76,142,99,81,30,57,145,16,2479,2877,2751,2718,2786,2806,2827,2738,1000,1000,50,50,90,30,90,-50,-90,10,-90,-90,True,ARAM

51,114,16,54,22,777,12,429,421,40,1000,2753,2738,2751,2710,2843,2479,2877,1000,1000,50,50,10,90,10,-50,50,50,-90,-90,True,ARAM

875,20,1,51,412,266,76,82,81,147,2128,1760,1816,1620,2101,1927,1938,1741,2143,2010,30,-50,30,-10,30,50,50,90,90,90,False,ranked

25,79,36,777,21,75,412,59,51,39,1479,1405,1796,2128,1000,1767,1000,1000,1774,2251,-10,-50,-10,30,-50,-30,-30,-30,10,-90,False,ranked

887,203,90,498,111,24,5,43,523,61,2072,2209,2029,2128,1847,1925,1800,1810,1632,1659,-90,-30,90,30,90,50,10,-90,-90,-30,True,ranked

68,238,350,202,887,234,141,517,81,50,1795,1429,1757,1494,1000,2165,1696,2048,2034,915,90,-10,10,-10,10,-50,10,-30,50,-10,False,ranked

122,113,4,21,25,86,9,157,145,50,649,760,1114,586,828,732,695,946,1040,915,-50,-30,10,-50,-30,-90,50,10,50,-10,False,ranked

31,11,38,15,99,6,77,142,21,350,588,659,683,563,579,519,577,596,570,723,-50,-90,10,10,10,30,50,-10,10,50,False,ranked

74,20,39,21,267,6,120,131,110,50,689,528,747,654,664,593,609,561,654,725,90,-30,90,30,50,-50,-50,50,-30,-50,True,ranked

17,11,103,202,16,875,141,91,96,267,630,670,713,636,585,979,561,694,593,786,-10,-90,-50,-50,-10,90,90,10,-50,50,False,ranked

86,19,518,81,89,6,104,103,222,99,542,603,845,896,596,593,782,535,561,778,90,90,-30,50,90,-50,-90,-50,-20,-30,True,ranked

14,234,238,21,117,54,19,142,96,526,1001,948,900,593,925,924,837,806,869,842,-30,-30,-50,-50,10,-10,50,10,30,-10,True,ranked

84,56,4,22,201,36,107,74,51,99,649,1023,1114,1000,662,1186,890,940,1472,986,-50,-10,10,-50,-50,-90,-90,-90,-90,30,True,ranked

164,9,4,202,25,875,141,42,360,99,649,1068,1114,1025,1022,1000,932,1240,798,1045,-50,90,10,10,-10,-90,-50,-90,-90,-50,True,ranked

133,121,105,110,555,164,32,4,202,111,1271,1768,1356,1119,1146,649,882,1114,1014,1319,90,-30,-10,30,30,-50,-10,10,-30,-30,False,ranked

164,254,84,81,555,83,5,142,51,350,1114,1019,1209,1349,1000,1113,1089,1032,1529,1771,10,-50,-30,-30,-50,50,-50,-50,30,-90,True,ranked

150,35,875,22,50,83,427,106,235,117,891,835,838,862,915,918,876,888,948,880,-90,-10,-30,-30,-10,-30,-50,30,-50,30,False,ranked

31,35,518,236,3,114,254,103,51,111,687,835,690,825,849,886,776,724,690,715,10,-10,-30,30,50,-90,30,30,-90,10,True,ranked

17,32,105,110,45,266,35,202,21,161,787,725,676,810,849,794,835,995,752,730,30,30,30,-10,10,-10,-10,-90,10,90,True,ranked

36,19,45,145,53,6,35,38,133,350,1541,886,900,625,833,1009,835,793,774,919,-30,50,-30,30,90,-50,-10,50,90,-90,True,ranked

14,35,39,145,412,122,20,42,45,75,891,835,942,607,957,1276,553,888,1227,599,-50,-10,10,-50,50,30,30,10,-10,10,True,ranked

14,11,157,67,45,17,33,268,21,101,1059,1068,666,983,1065,986,1048,992,927,948,-30,90,50,10,-10,-50,-50,10,-10,-50,True,ranked

6,2,103,15,89,777,35,134,119,25,1138,794,948,1005,948,1049,1014,1186,1052,641,-30,-30,-30,10,-50,90,90,90,30,90,False,ranked

82,77,91,429,25,75,24,61,96,143,995,770,1041,857,948,1113,1000,809,1000,655,-90,-50,-50,-90,-50,-10,50,10,50,10,False,ranked

2,28,131,67,14,516,64,17,360,89,1029,841,961,963,948,945,946,1093,1017,971,90,-50,10,30,-50,-90,50,30,-90,30,True,ranked

82,11,17,18,518,114,2,157,523,50,1341,986,949,981,1403,890,930,995,1055,915,-90,10,-50,-30,-90,-50,10,30,-50,-10,True,ranked

114,68,90,22,555,75,131,18,51,89,890,844,908,943,915,1011,959,975,861,849,-50,90,-50,-30,-10,90,-90,-10,30,50,False,ranked

114,875,35,523,147,82,106,517,498,267,890,773,730,1055,1011,946,922,584,1337,879,-50,90,50,-50,-10,10,90,-50,30,-50,True,ranked

114,203,84,21,63,887,427,79,222,25,890,733,907,750,710,769,804,528,1219,646,-50,90,50,-50,30,-50,-90,-50,-50,10,True,ranked

114,154,39,81,350,54,245,238,360,25,890,959,837,749,1085,1155,1028,1219,884,941,-50,-10,10,90,10,90,-90,30,-90,30,False,ranked

54,62,4,222,26,234,875,238,119,117,1270,1234,1463,1320,1156,1561,1341,1137,1192,1403,30,90,30,90,90,-10,-90,-10,-90,-90,True,ranked

5,421,105,235,53,517,104,112,15,43,575,966,1506,1336,1000,911,1341,1192,1270,1403,50,50,50,50,50,10,-90,-90,-90,-90,True,ranked

36,104,112,145,43,86,113,74,202,101,1279,1341,1192,1456,1403,1000,1430,1000,1000,1168,-30,-90,-90,10,-90,-50,-30,-50,-50,-50,False,ranked

75,35,54,235,875,41,64,76,96,117,1000,990,1472,1000,1263,1355,1341,1192,1531,1403,90,30,50,30,30,-50,-90,-90,-30,-90,True,ranked

62,120,1,119,50,86,154,55,498,117,1975,1423,1311,1000,1229,1576,1341,1192,768,1403,-50,30,-10,-50,-30,-30,-90,-90,-30,-90,True,ranked

164,254,238,429,50,122,141,38,51,37,844,888,807,874,915,945,949,900,952,867,10,90,-50,30,-10,50,10,-30,-30,50,True,ranked

68,55,115,887,238,131,91,157,360,99,2218,2173,1124,1000,807,1000,2034,1755,1000,1000,-10,-90,-50,90,-50,90,-90,-90,90,50,False,ranked

36,82,99,350,238,36,9,82,67,101,1569,1111,1381,2173,807,1845,2132,1579,1683,2015,-90,-90,-30,-90,-50,30,30,30,-10,50,False,ranked

104,238,122,86,91,234,141,104,101,238,1847,1000,1844,1662,1000,2173,1447,1987,1733,807,-30,-10,-10,-30,-10,-90,50,90,90,-50,False,ranked

86,19,245,360,63,23,36,238,110,101,909,724,877,806,668,680,754,807,816,784,-10,90,90,-50,-50,50,-90,-50,50,-10,True,ranked

420,141,99,51,63,86,24,90,18,235,906,873,917,952,745,853,838,782,843,861,50,10,50,-30,-10,50,-30,90,10,-50,True,ranked

517,427,74,18,26,92,234,91,360,99,968,870,893,952,962,897,909,896,936,936,-30,90,-10,-30,-50,-90,-30,30,50,10,False,ranked

39,19,887,18,17,777,121,91,157,3,952,936,656,1442,792,1402,1027,880,1452,985,-30,-10,10,-30,-50,50,30,-50,50,50,False,ranked

62,2,245,202,25,39,127,81,222,3,1274,1012,1492,1014,898,952,612,1097,1264,956,-10,50,90,-50,-10,-30,-10,30,-90,-90,True,ranked

36,23,90,15,50,82,141,45,235,61,1000,1166,891,920,915,961,1251,970,970,581,50,50,-10,-10,-10,10,10,90,-90,90,False,ranked

75,82,157,29,61,164,104,245,15,223,1346,1251,1062,704,581,999,1000,1001,1250,1002,50,10,10,-50,90,-50,30,30,-10,10,True,ranked

875,141,105,22,61,122,234,99,21,555,1016,1251,978,926,581,977,755,1031,1000,993,50,10,30,90,90,-50,30,-90,-50,-90,True,ranked

17,62,11,110,50,39,154,10,202,61,887,676,1090,1089,1074,959,1251,1025,1021,581,90,-30,10,50,-30,90,10,50,-50,90,False,ranked

10,78,45,236,267,82,141,245,81,61,830,923,838,862,892,968,1251,971,958,581,-10,50,50,-30,-90,-10,10,10,-30,90,False,ranked

17,48,39,222,35,31,11,777,51,37,1439,1438,1439,1280,1415,1020,1591,1251,1366,1507,-10,90,50,90,30,-50,-50,10,10,-90,True,ranked

58,131,99,21,143,83,11,82,81,63,1237,1401,1368,1354,1308,1328,1337,1251,1356,1364,-30,-90,-30,-90,10,90,50,10,50,-10,False,ranked

23,79,105,523,25,75,102,157,145,54,1380,1335,1355,1251,1326,1320,1382,1394,1336,1390,-50,30,30,10,-10,90,-90,-90,-90,-90,True,ranked

82,5,90,523,235,27,30,157,147,9,1314,1333,1331,1251,1337,1418,1331,1358,1385,1361,50,90,50,10,50,-10,-10,-70,-30,10,True,ranked

58,107,84,202,26,36,28,236,81,350,2169,2211,2191,2211,2145,2239,2173,2179,2755,2082,30,50,30,-10,10,-90,-90,10,10,10,True,ranked

62,141,45,96,43,54,35,777,81,350,2167,2073,2185,2128,2112,2123,2130,1978,2755,2082,50,-50,-90,-90,30,90,90,-10,10,10,False,ranked

89,79,157,22,117,114,36,234,81,26,2187,2006,2211,2755,2082,2196,2188,2183,2117,2177,10,90,90,10,10,-90,-10,-50,-90,-90,True,ranked

13,5,246,81,350,164,887,38,29,117,2205,2218,2199,2301,2245,2239,2294,2277,2755,2082,-10,90,90,-10,10,30,50,10,10,10,True,ranked

122,5,86,81,117,64,141,238,96,99,2118,2184,2234,2220,2203,2253,2173,2249,2240,2233,-50,90,50,-10,-90,30,-90,90,10,-10,False,ranked

85,120,105,67,117,54,254,80,29,161,2118,1804,2259,2118,2157,2194,1000,1000,2182,2237,30,-30,30,-50,-50,10,-10,-10,-10,-90,False,ranked

41,11,112,81,89,122,5,777,67,267,2099,2210,2076,2035,2069,2118,2070,2024,2385,1924,30,50,50,-50,10,-50,10,50,10,10,False,ranked

58,141,238,81,101,122,107,127,22,350,1909,2330,2142,2052,2223,2118,2098,2183,2158,2086,-10,-30,-30,-30,90,-50,-90,-10,30,-90,False,ranked

84,141,777,145,412,122,245,55,21,555,1909,2330,2063,2248,2192,2118,2109,2107,2139,2238,-10,-30,50,-90,-90,-50,-50,10,10,30,False,ranked

64,35,25,81,50,82,9,246,360,350,2253,2138,2153,1973,2172,2184,2187,2159,2206,2191,30,-50,-90,-30,-30,-50,-50,30,-50,50,False,ranked

13,104,131,360,12,68,234,238,523,350,1853,2181,1753,1474,2111,1757,2064,2253,2092,1853,-90,30,30,-10,-30,90,90,30,10,90,False,ranked

6,131,238,236,99,68,254,517,360,350,1390,1857,1000,1000,2416,1757,2064,2253,2092,1853,10,10,10,50,50,90,90,30,10,90,False,ranked

121,887,111,119,103,68,234,238,360,117,2810,2180,1000,1705,2037,1757,2064,2253,2092,1853,-10,30,50,-50,50,90,90,30,10,90,False,ranked

31,36,81,268,157,203,876,3,67,147,1000,2426,1000,2101,1615,1835,1999,1000,1820,1784,-10,50,10,-10,10,-50,-10,90,50,10,False,ranked

104,516,89,164,145,36,45,60,42,875,1000,1687,1431,1871,2024,1615,1000,1811,2426,1987,-10,10,30,-10,-50,30,-10,90,50,90,False,ranked

78,36,163,82,147,81,517,157,245,516,1575,1000,2000,2006,2345,1000,1732,1817,1718,2273,10,-10,-50,-50,30,-10,10,10,90,30,False,ranked

56,101,91,360,55,141,36,103,412,99,1000,1000,1769,1893,1349,1945,1000,1718,2161,1456,10,10,-10,-30,10,-30,-10,30,90,90,False,ranked

107,48,131,126,246,6,48,90,157,145,1000,1738,1606,1782,1297,1998,2139,1586,2141,1949,-10,-90,-90,-10,-10,50,90,30,90,30,False,ranked

429,106,157,84,51,45,142,81,55,267,1693,1000,1090,2461,1486,1600,1197,1399,2008,1000,-10,-10,-90,-30,-90,50,50,50,10,10,False,ranked

114,41,420,51,222,8,62,31,25,64,2014,2345,1632,1040,1824,1000,1310,1481,2280,1822,30,30,50,90,10,-10,30,10,-10,30,True,ranked

246,11,38,21,99,141,107,268,22,517,2639,1000,1496,1000,1660,1707,1935,1990,2345,1000,-90,-50,90,-50,10,10,-30,10,30,-50,False,ranked

119,68,777,80,517,36,777,90,412,99,1935,2345,1744,2280,1238,2281,1791,1496,2076,1660,-30,30,-30,-50,-30,50,-30,90,90,10,False,ranked

75,350,63,235,268,59,11,777,82,84,1600,1197,1498,1000,1990,900,2345,1744,1238,1680,50,50,30,30,10,10,30,-30,-30,10,False,ranked

154,37,429,777,887,141,23,22,81,235,1502,1980,1632,3138,1857,1430,1000,2378,1000,1656,50,-10,-30,50,10,-90,30,-10,-10,30,True,ranked

20,78,17,112,142,5,25,117,202,98,1000,1589,1000,2013,1000,1493,2064,1893,1897,1890,90,30,50,50,30,-30,50,30,-50,-10,True,ranked

62,157,3,17,82,36,234,29,51,112,1851,1588,1485,1569,1786,2378,1000,1000,1000,1151,-50,-90,-30,-30,-50,30,30,30,-10,90,False,ranked

80,26,115,350,63,11,6,161,518,555,1000,1000,1872,1000,2453,1443,1479,2125,895,1692,30,50,-10,-10,30,50,-30,50,-30,50,True,ranked

131,122,523,103,518,68,12,267,74,360,1000,1000,1000,1692,895,2453,1428,1871,1363,1000,90,90,-10,50,-30,30,-90,10,-10,30,False,ranked

238,68,157,13,115,25,17,51,4,5,1917,1000,1568,1776,1000,1502,2101,1656,1804,3138,-90,-90,10,-50,-90,50,-10,30,-50,50,False,ranked

82,141,777,18,112,56,75,22,18,29,1556,1592,1463,1656,1406,3138,1933,1502,1617,2301,30,10,90,30,90,50,-10,50,-90,-90,True,ranked

126,107,147,43,360,20,203,412,81,21,3138,1670,1629,1502,1910,2117,1774,1519,2019,2007,50,30,90,50,90,90,-50,10,-70,90,True,ranked

54,236,432,76,234,240,238,34,67,202,2610,2806,3119,3132,2796,1827,2861,3050,3138,2910,50,-10,30,-50,-90,-10,-10,-10,50,90,False,ARAM

25,82,48,64,360,121,61,24,11,238,1000,1428,1770,2116,2103,2237,1000,1498,2137,1959,30,90,-90,-30,50,-50,-10,-50,-30,-50,True,ranked

64,134,90,39,81,35,222,235,147,16,1000,1485,1999,1689,1552,1963,2041,1495,1652,1000,30,90,90,40,90,50,-50,30,-10,50,True,ranked

21,141,875,267,1,36,234,235,117,268,1297,1733,1000,1971,2466,1000,1948,2865,1843,1000,50,90,10,50,-10,30,-30,-10,10,-50,True,ranked

67,36,17,117,6,517,106,412,22,63,1769,1000,1000,1000,1806,1781,1000,2562,2453,1611,-90,30,30,-90,-50,50,30,-10,-10,10,False,ranked

82,246,26,41,84,36,82,81,101,157,1847,1503,2307,1946,1951,1000,1133,1000,1561,2023,90,-50,-50,90,-10,30,-30,-10,30,-30,True,ranked

86,82,777,90,24,142,516,161,23,81,1652,2117,2237,1586,1498,1197,1600,2137,1506,2191,30,90,-50,50,-50,90,90,-30,-90,-90,False,ranked

106,75,76,12,36,32,21,267,222,497,1667,1000,1000,1733,1689,1423,1142,1736,1587,2237,-90,-10,-10,-90,10,-10,-10,-30,-10,-50,False,ARAM

154,89,119,115,29,104,887,80,7,15,1423,1142,1736,2237,1587,1264,2241,1449,2243,1000,-10,-10,-30,-50,-10,50,50,50,50,50,False,ARAM

122,127,119,51,44,114,99,32,48,222,1720,1709,1669,1661,1703,1423,1142,1736,2237,1587,50,-50,90,30,-30,-10,-10,-30,-50,-10,True,ARAM

90,36,25,24,235,35,75,67,45,63,2589,1433,1831,1644,1323,1000,1671,1000,2323,1964,-90,50,30,90,10,-50,-50,-10,30,-90,True,ranked

17,101,67,202,30,26,555,2,12,131,1567,1490,1487,1543,1536,1611,1381,1000,1539,1656,-90,10,10,10,30,-50,-90,-50,30,-90,True,ARAM

517,40,55,98,133,32,112,246,57,18,1622,1522,1611,1381,1000,1634,1645,1670,1698,1611,30,-10,-50,-90,-50,90,-10,90,10,-10,False,ARAM

17,16,57,43,201,875,37,102,421,161,1551,1564,1552,1635,1530,1695,1571,1611,1000,1546,-90,-10,-10,50,-50,30,90,-50,-50,50,False,ARAM

254,35,157,202,235,50,122,111,51,117,2173,1000,1671,1000,2545,2092,1000,1350,2186,1000,-90,-50,-50,50,-30,-30,-90,30,30,-10,False,ranked

107,245,498,518,6,31,25,235,17,51,1671,1000,1611,1000,1678,1530,2006,1554,1692,1368,-50,-50,-30,-10,90,-90,-10,50,90,90,False,ranked

26,36,61,235,5,84,67,29,53,76,2345,2773,2382,1000,2323,2269,1000,1000,1000,1000,-10,50,50,50,30,30,30,30,30,30,True,ARAM

99,1,10,26,32,29,161,54,142,98,1880,2426,2166,2511,2301,2268,2270,2323,2320,2299,-30,-30,-50,-10,50,30,10,30,-90,30,True,ARAM

3,11,45,51,107,412,80,59,110,101,2321,2291,2020,1961,1000,2256,2323,1000,2463,1757,50,30,30,30,30,-50,30,-50,-50,-50,False,ARAM

7,121,104,43,61,67,117,222,29,53,2258,2147,2314,2284,2314,2335,2295,2170,2287,2323,90,90,50,-10,50,-10,-30,10,-10,30,True,ARAM

92,32,131,51,161,6,111,29,99,126,2314,2314,2323,2311,2284,2013,2531,1000,1810,2302,50,50,30,50,-10,-30,-30,-30,-30,90,False,ARAM

74,150,517,81,99,202,876,875,412,67,2109,2437,1957,1669,2067,1000,2131,2426,1000,1693,-30,-30,-90,-30,-10,50,-90,50,-30,-50,False,ranked

98,15,516,89,112,223,25,81,84,48,1605,1658,1608,1000,2218,1588,1693,1000,2131,1000,10,50,50,-30,-30,-30,-50,-30,-90,50,False,ranked

3,16,236,24,89,9,51,875,99,22,1000,1000,1693,1000,1588,1823,1000,1667,1674,1720,-90,50,-50,-30,-30,30,50,50,30,-30,False,ranked

58,5,89,1,99,887,360,111,34,516,1000,1693,1588,1547,1000,1895,2015,1722,1964,1431,50,-50,-30,-90,-30,-30,50,90,-10,50,True,ranked

157,777,4,27,36,234,350,69,236,122,1000,1693,2131,2287,1000,1430,2601,2319,1000,1000,50,-50,-90,-10,-10,-30,30,50,-50,90,False,ranked

516,48,41,4,58,875,517,25,29,235,2109,1669,1690,1886,2437,1000,1634,1742,2102,1790,-30,-30,90,50,-30,10,30,-90,10,-10,True,ranked

24,9,90,18,50,39,141,55,145,44,1905,2426,1502,898,1000,1672,1087,1515,1928,1237,70,50,-50,10,10,-30,10,-30,10,-10,True,ranked

31,254,518,15,45,84,102,126,81,432,1820,1576,1972,1887,1000,1000,1000,1671,898,1000,30,30,30,30,30,-30,10,10,10,10,True,ranked

2,28,518,18,82,29,350,32,99,31,1671,1000,811,898,1000,1052,1105,869,1132,1000,10,10,50,10,10,-30,-30,-10,-50,-10,True,ranked

266,106,240,51,99,62,141,126,18,432,1429,1872,1635,1000,1552,1942,1000,1671,898,1000,10,-30,-30,-30,-30,-10,10,10,10,10,False,ranked

157,56,75,82,18,11,59,29,875,107,1385,1000,1461,1000,898,1000,1840,1712,660,1270,-90,10,50,10,10,-50,50,90,90,90,True,ranked

10,5,238,81,201,86,203,517,202,111,1942,1815,1000,898,1000,1665,1000,1560,1255,1187,-10,30,30,10,10,30,50,50,-10,30,False,ranked

24,33,777,119,111,6,121,67,517,89,1905,1502,1167,1071,2426,1102,1000,1847,1038,1542,90,-50,-30,-90,50,-90,50,50,10,-90,True,ranked

75,234,84,238,268,18,86,412,360,518,1360,1763,2117,2117,1000,1000,2700,1396,1669,1000,30,-10,30,30,-10,-10,-10,30,-10,-30,True,ranked

24,76,12,67,99,111,106,360,17,85,1332,1000,2373,2098,1807,1979,1860,1000,2060,2058,90,90,30,90,30,90,90,-10,-10,90,False,ranked

92,777,121,429,412,54,35,55,22,117,1723,915,1000,2098,1332,1000,2422,1961,1993,2062,30,90,90,90,90,-30,10,-50,90,-50,True,ranked

82,36,234,119,412,92,106,8,235,147,1631,2098,1000,915,1332,1597,2020,1833,1870,1845,90,90,90,90,90,10,90,-10,-90,-90,True,ranked

27,56,236,98,16,107,266,7,81,432,1000,1900,1357,2649,1723,2098,1332,915,1000,1822,10,50,10,30,-90,90,90,90,90,-90,False,ranked

887,68,64,43,35,67,76,7,202,412,1943,1705,1000,1000,2486,2098,1332,915,1000,1767,10,10,10,10,30,90,90,90,90,90,True,ranked

8,238,245,110,35,266,68,518,21,432,1098,1956,1544,1800,1153,1332,2098,1560,915,1000,-10,-10,-30,-10,-30,90,90,30,90,90,False,ranked

11,35,83,81,254,266,25,81,777,30,2186,1796,1818,2070,2021,2291,1802,2178,2373,1807,90,-90,50,10,50,50,-10,30,30,30,False,ranked

99,35,875,74,25,59,25,41,360,120,1597,1704,2373,1832,1807,1785,1000,1000,1000,1779,-90,10,30,90,30,-90,30,-10,90,-10,True,ranked

